ID,super_book_title,author_name,super_book_code
NA,Lauriers ecclésiastiques,"Rochette de La Morlière, Charles-Jacques-Louis-Auguste",spbk0001335
NA,Histoire ancienne,"Rollin, Charles",spbk0001038
NA,Abrégé de l'histoire ancienne,"Rollin, Charles",spbk0002533
NA,Abrégé de l'histoire ancienne,"Tailhé, Jacques",spbk0002533
NA,Mémoire sur une courbe à double,"Rose, Jean-Baptiste",spbk0001569
NA,Bonne (la) fermière,"Rose, Louis",spbk0000916
NA,"Mois (les), poëme en douze chants","Roucher, Jean-Antoine",spbk0001592
NA,Contract (du) social,"Rousseau, Jean Jacques",spbk0000420
NA,[Oeuvres de Rousseau],"Rousseau, Jean Jacques",spbk0001774
NA,"Citoyen (le), ou Discours sur l'Économie politique","Rousseau, Jean Jacques",spbk0000332
NA,Discours sur l'origine et les fondemens de l'inégalité parmi les hommes,"Rousseau, Jean Jacques",spbk0000589
NA,Rousseau juge de Jean Jacques,"Rousseau, Jean Jacques",spbk0002128
NA,Nouvelle Héloïse (La),"Rousseau, Jean Jacques",spbk0001220
NA,"Portraits d'Emile et de Sophie, tirés des oeuvres de J.J. Rousseau","Rousseau, Jean Jacques",spbk0003830
NA,"Emile, ou de l'éducation","Rousseau, Jean Jacques",spbk0002747
NA,Traité sur la meilleure manière de cultiver la navette et le colsat,"Rozier, François",spbk0002388
NA,Vice (le) et la foiblesse,"Rutledge, Jean Jacques [chevalier]",spbk0002414
NA,Oeuvres diverses de M. le chev. Rutlidge,"Rutledge, Jean Jacques [chevalier]",spbk0001836
NA,Quinzaine (la) angloise à Paris,"Rutledge, Jean Jacques [chevalier]",spbk0002025
NA,Abrégé historique de la vie de Charles-Emmanuel III,"Sabatier de Castres, Antoine",spbk0002419
NA,Trois (les) Siècles de notre littérature,"Sabatier de Castres, Antoine",spbk0002224
NA,Oeuvres complettes de M. de Saint-Foix,"Saint-Foix, Germain-François Poullain [de]",spbk0001789
NA,"Remède éprouvé, pour guérir radicalement le cancer occulte","Saint-Ildephont, Guillaume-René Lefébure [baron de]",spbk0002146
NA,Sara Th...,"Saint-Lambert, Jean-François [de]",spbk0002161
NA,Manuel de l'honnête homme,"Saint-Lambert, Jean-François [de]",spbk0001521
NA,"Tableau naturel des rapports qui existent entre Dieu, l'homme et l'univers","Saint-Martin, Louis-Claude [de]",spbk0002284
NA,"Adoption, ou la maçonnerie des femmes en trois gradés","Saint-Victor, Guillemain [de]",spbk0000034
NA,Apologie de l'histoire du peuple juif,"Salchli, Jean",spbk0000126
NA,Zémire et Zilas,Deschamps de Saucourt,spbk0002521
NA,[Voyages dans les alpes],"Saussure, Horace-Bénédict [de]",spbk0003697
NA,"Roman comique, de Scaron","Scarron, Paul",spbk0002124
NA,Pratique (la) du jardinage,"Schabol, Roger",spbk0001968
NA,Recherches historiques et géographiques sur le Nouveau-Monde,"Schérer, Jean-Benoît",spbk0002040
NA,"Lyndamine, ou l'optimisme des pays chauds","Schmidt, Anton Wilhelm",spbk0003836
NA,Nouveau dictionnaire de la langue allemande et françoise,"Schwan, Christian Friedrich",spbk0000523
NA,Introduction à la pratique du barreau,"Seigneur, François",spbk0001274
NA,Lettres sur la découverte de l'ancienne ville d'Herculane,"Seigneux de Correvon, Gabriel",spbk0001359
NA,Histoire littéraire de Genève,"Sénebier, Jean",spbk0001160
NA,Observations importantes sur l'usage du suc gastrique dans la chirurgie,"Sénebier, Jean",spbk0001751
NA,Art (l') d'observer,"Sénebier, Jean",spbk0002554
NA,Traité d'arithmétique,"Senebier, Pierre",spbk0003564
NA,[Atlas des enfans],NA,spbk0000163
NA,Essai sur la religion des anciens Grecs,Leclerc de Sept-Chênes,spbk0000796
NA,"Discours de Mr Servan, avocat-général au Parlement de Grenoble, dans la cause d'une femme protestante","Servan, Antoine-Joseph-Michel",spbk0000577
NA,Discours sur l'administration de la justice criminelle,"Servan, Joseph-Michel-Antoine",spbk0000586
NA,Histoire de la ville de Rouen,"Servin, Antoine-Nicolas",spbk0001117
NA,Sermons de M. Sherlock,"Sherlock, Thomas",spbk0002204
NA,"Immortalité (de l') de l'ame, et de vie éternelle","Sherlock, William",spbk0003936
NA,Mort (de la) et du Jugement dernier,"Sherlock, William",spbk0004049
NA,Lettres aux femmes mariées,"Smith, Hugh",spbk0001367
NA,Aventures de Roderik Random,"Smollett, Tobias George",spbk0001032
NA,Doutes sur differentes opinions reçu dans la société,Fontette de Sommery [Mademoiselle] ,spbk0000615
NA,Voyages dans les Indes orientales,"NIekamp, Johann Lucas",spbk0002495
NA,Voyage à la Nouvelle-Guinée,"Sonnerat, Pierre",spbk0002494
NA,Inoculation (l') du bon sens,"Soret, G.-Jean",spbk0001241
NA,Inoculation (l') du bon sens,"Sélis, Nicolas-Joseph",spbk0001241
NA,Expériences sur la digestion,"Spallanzani, Lazzaro",spbk0000890
NA,"Correspondance familière et amicale de Frédéric second, roi de Prusse, avec U. F. de Suhm","Suhm, Ulrich Friedrich [von]",spbk0000440
NA,"Correspondance familière et amicale de Frédéric second, roi de Prusse, avec U. F. de Suhm","Frederick II, King of Prussia",spbk0000440
NA,Voyages du capitaine Gulliver,"Swift, Jonathan",spbk0002500
NA,Essai sur la théorie du somnambulisme magnétique,"Tardy de Montravel, A.-A.",spbk0000798
NA,Siège (le) de Calais,"Belloy, Pierre Laurent [de]",spbk0002228
NA,Comédies de Terence,Térence,spbk0000372
NA,"Samiens (les), conte","Cesarotti, Melchior",spbk0002158
NA,Almanach nouveau et historique nommé le marchand de nouvelles,NA,spbk0004076
NA,Dissertation sur le charbon malin de la Bourgogne,"Thomassin, Jean-François",spbk0000607
NA,Sermons sur diverses matières importantes,"Tillotson, John",spbk0002206
NA,Dissertatio de febribus biliosis,"Tissot, Samuel Auguste André David",spbk0002337
NA,Lettres de Mr. Tissot sur divers sujets de médecine,"Tissot, Samuel Auguste André David",spbk0001415
NA,Essai sur les moyens de perfectionner les études de médécine,"Tissot, Samuel Auguste André David",spbk0003919
NA,Inoculation (l') justifiée,"Tissot, Samuel Auguste André David",spbk0001240
NA,Traité de la nature des cheveux,Tissot [coiffeur],spbk0000143
NA,Onanisme (l') de M Tissot,"Tissot, Samuel Auguste André David",spbk0002991
NA,Lettre à monsieur Zimmermann,"Tissot, Samuel Auguste André David",spbk0001447
NA,Essai sur les maladies des gens du monde,"Tissot, Samuel Auguste André David",spbk0000814
NA,Traité de l'épilepsie,"Tissot, Samuel Auguste André David",spbk0002755
NA,[Oeuvres de Tissot],"Tissot, Samuel Auguste André David",spbk0001785
NA,Dissertation sur l'inutilité de l'amputation des membres,"Bilguer, Johann Ulrich",spbk0003354
NA,Dissertation sur l'inutilité de l'amputation des membres,"Tissot, Samuel Auguste André David",spbk0003354
NA,Etat de la navigation nationale,"Torcia, Michele",spbk0000852
NA,Voyage de Mons. Olof Torée,"Torée, Olof",spbk0002477
NA,"Mémoires du baron de Tott, sur les turcs et les tartares","Tott, François [de]",spbk0001670
NA,Sylphe (le),"Devonshire, Georgiana Cavendish",spbk0002265
NA,Eclaircissement sur les moeurs,"Toussaint, François-Vincent",spbk0000640
NA,Vie (la) du Comte de Chabo,"Toustain-Richebourg, Charles-Gaspard [de]",spbk0002431
NA,Instructions d'un père à ses enfans,"Trembley, Abraham",spbk0003511
NA,"Essai sur la vérité, la liberté, le souverain, la patrie, la religion, le bonheur","Trembley, Abraham",spbk0003373
NA,Mémoires sur les forges catalanes,"Tronson Du Coudray, Charles",spbk0003134
NA,Essais sur divers sujets de littérature et de morale,"Trublet, Nicolas-Charles-Joseph",spbk0000829
NA,Réflexions sur l'Eloquence en général et sur celle de la Chaire en particulier,"Trublet, Nicolas-Charles-Joseph",spbk0002071
NA,Cui bono?,"Tucker, Josiah",spbk0000469
NA,Décaméron (le) françois,"Ussieux, Louis [d']",spbk0000486
NA,Entretiens solitaires d'une âme dévote avec son Dieu,"Kniphuysen-Nienoort, George Guillaume [de]",spbk0000727
NA,Aveux (les) d'une femme galante,"Vasse, Cornélie-Pétronille-Bénédicte Wouters [baronne de]",spbk0000179
NA,Instructions sur le usage de la Houille,"Venel, Gabriel-François",spbk0001258
NA,Nouveaux secours pour les corps arrêtés dans l'oesophage,"Venel, Jean-André",spbk0003255
NA,Maître (le) italien,"Veneroni, Jean Vigneron",spbk0000961
NA,Génération (la) de l'homme,"Venette, Nicolas",spbk0003639
NA,Poésies de Monsieur Vernes le fils,"Vernes, François",spbk0001946
NA,Catéchisme destiné particulièrement à l'usage des jeunes gens qui s'instruisent pour participer à la Sainte Cêne,"Vernes, Jacob",spbk0004070
NA,Abrégé d'histoire universelle,"Vernet, Jacob",spbk0002938
NA,Instruction chrétienne,"Vernet, Jacob",spbk0001248
NA,Revolutions de Suede,"Vertot, René Aubert de",spbk0001104
NA,Histoire des révolutions de Portugal,"Vertot, René Aubert de",spbk0001103
NA,Histoire des révolutions romaines,"Vertot, René Aubert de",spbk0001132
NA,Moyen (le) de parvenir,"Béroalde de Verville, François",spbk0001608
NA,Belle (la) Allemande,"Bret, Antoine",spbk0000200
NA,Belle (la) Allemande,"Villaret, Claude",spbk0000200
NA,Jardinière (la) de Vincennes,"Villeneuve, Gabrielle Suzanne [de]",spbk0001287
NA,"Humanité (l'), poème en six chants","Voiron, B.",spbk0001218
NA,"Humanité (l'), poème en six chants",Champlevert,spbk0001218
NA,Triomphe de l'amour,"Boufflers, Stanislas-Jean [de]",spbk0002395
NA,Triomphe de l'amour,"Voisenon, Claude-Henri de Fusée [de]",spbk0002395
NA,Triomphe de l'amour,"Turpin de Crissé, Marie Élisabeth Constance",spbk0002395
NA,Triomphe de l'amour,Favart,spbk0002395
NA,Choses (les) utiles et agreable,"Voltaire, François Marie Arouet",spbk0000323
NA,Histoire de Jenni,"Voltaire, François Marie Arouet",spbk0001067
NA,Oeuvres de Voltaire,"Voltaire, François Marie Arouet",spbk0002988
NA,Remonstrances du corps des pasteurs du Gévaudan,"Voltaire, François Marie Arouet",spbk0002098
NA,Dépositaire (le),"Voltaire, François Marie Arouet",spbk0000635
NA,Examen (l') important de milord Bolingbroke,"Voltaire, François Marie Arouet",spbk0002641
NA,Loix de minos,"Voltaire, François Marie Arouet",spbk0001471
NA,Relation de la mort du chevalier de La Barre,"Voltaire, François Marie Arouet",spbk0002088
NA,Questions de Zapata,"Voltaire, François Marie Arouet",spbk0002023
NA,A.B.C. (l'),"Voltaire, François Marie Arouet",spbk0000007
NA,Chrétien (un) contre six juifs,"Voltaire, François Marie Arouet",spbk0000327
NA,Colimaçons (les) du reverend pére L'Escarbotier,"Voltaire, François Marie Arouet",spbk0000344
NA,Commentaire sur le livre des délits et des peines,"Voltaire, François Marie Arouet",spbk0000360
NA,Dieu et les hommes,"Voltaire, François Marie Arouet",spbk0000569
NA,Epître (l') aux Romains,"Voltaire, François Marie Arouet",spbk0000738
NA,"Guèbres (les), ou la tolérance","Voltaire, François Marie Arouet",spbk0000984
NA,Guerre (la) civile de Genève,"Voltaire, François Marie Arouet",spbk0000987
NA,Homme (l') aux quarante ecus,"Voltaire, François Marie Arouet",spbk0001204
NA,Philosophe (le) ignorant,"Voltaire, François Marie Arouet",spbk0001914
NA,Philosophie (la) de l'histoire,"Voltaire, François Marie Arouet",spbk0001918
NA,Princesse de Babylonne,"Voltaire, François Marie Arouet",spbk0001976
NA,Profession (la) de foy des théistes,"Voltaire, François Marie Arouet",spbk0001998
NA,Pucelle (la) d'Orléans,"Voltaire, François Marie Arouet",spbk0002979
NA,"Saül, tragédie tirée de l'Ecriture sainte","Voltaire, François Marie Arouet",spbk0002164
NA,Singularités (les) de la nature,"Voltaire, François Marie Arouet",spbk0002227
NA,Taureau (le) blanc,"Voltaire, François Marie Arouet",spbk0002292
NA,Trois (les) épîtres,"Voltaire, François Marie Arouet",spbk0002397
NA,Annales de l'Empire depuis Charlemagne jusqu'à nos jours,"Voltaire, François Marie Arouet",spbk0000109
NA,Lettres (les) d'Amabed,"Voltaire, François Marie Arouet",spbk0001372
NA,Lettre philosophique,"Voltaire, François Marie Arouet",spbk0001358
NA,Pot-pourri,"Voltaire, François Marie Arouet",spbk0001958
NA,"Pièces philosophiques, littéraires & historiques par M. de Voltaire","Voltaire, François Marie Arouet",spbk0001925
NA,Pensées philosophiques de M. de Voltaire,"Voltaire, François Marie Arouet",spbk0001899
NA,Traité de la tolérance,"Voltaire, François Marie Arouet",spbk0002389
NA,Fragment des instructions pour le prince royal de***,"Voltaire, François Marie Arouet",spbk0000927
NA,Fragments sur l'Inde,"Voltaire, François Marie Arouet",spbk0000930
NA,Enfant (l') prodigue,"Voltaire, François Marie Arouet",spbk0000720
NA,Voix (la) du curé sur le procès des habitans du Mont Jura,"Voltaire, François Marie Arouet",spbk0004042
NA,Histoire de la guerre de 1741,"Voltaire, François Marie Arouet",spbk0001109
NA,"Théatre de Voltaire, nouvelle édition","Voltaire, François Marie Arouet",spbk0002317
NA,Prix de la justice et de l'humanité,"Voltaire, François Marie Arouet",spbk0001994
NA,"Eriphile, tragédie","Voltaire, François Marie Arouet",spbk0000742
NA,"Irène, tragédie","Voltaire, François Marie Arouet",spbk0001277
NA,Questions sur les miracles,"Voltaire, François Marie Arouet",spbk0002024
NA,Précis du siècle de Louis XV,"Voltaire, François Marie Arouet",spbk0002007
NA,"Romans, et contes philosophiques","Voltaire, François Marie Arouet",spbk0002123
NA,Monsieur de Voltaire peint par lui-même,"La Beaumelle, Laurent Anglivie [de]",spbk0002451
NA,Monsieur de Voltaire peint par lui-même,"Voltaire, François Marie Arouet",spbk0002451
NA,Lebensgeschichte Tobias Knauts des Weisen,"Wezel, Johann Karl",spbk0001340
NA,Vapeurs & maladies nerveuses,"Whytt, Robert",spbk0002408
NA,"Musarion, ou la philosophie des grâces","Wieland, Christoph Martin",spbk0001611
NA,Lettres d'une dame angloise,"Williams, Charlotte",spbk0001385
NA,Histoire de l'art chez les anciens,"Winckelmann, Johann Joachim",spbk0001092
NA,Abrégé de l'histoire de la Franche-maçonnerie,"La Lande, Jérôme [de]",spbk0002529
NA,"Abrégé de l'histoire ecclésiastique, depuis la naissance de Jésus-Christ jusqu'à l'an 1700","Turrettini, Jean Alphonse",spbk0002542
NA,Abrégé des premiers principes de la grammaire angloise & françoise,NA,spbk0004074
NA,Abrégé des principes de la grammaire françoise,"Restaut, Pierre",spbk0002527
NA,Abrégé du code de la nature,"Diderot, Denis",spbk0000022
NA,Abrégé du code de la nature,"Holbach, Paul Henri Dietrich [d']",spbk0000022
NA,Vérité (la). Vertu et vérité,"Du Laurens, Henri-Joseph",spbk0000025
NA,Admirables (les) Secrets d'Albert le Grand,Albert le Grand,spbk0000039
NA,"Alfred, Roi des Anglo-Saxons","Haller, Albrecht [von]",spbk0000045
NA,Allaitement (de l') et de la premiere éducation des enfans,"Guillard de Beaurieu, Gaspard",spbk0000046
NA,Amans (les) républicains,"Bérenger, Jean-Pierre",spbk0000052
NA,Ami (l') des lois,"Marivaux, Martin [de]",spbk0000063
NA,Ami (l') des vieillards,"Roy, Jean",spbk0000059
NA,Amitié (l') après la mort,"Rowe, Elizabeth Singer",spbk0000073
NA,Amours (les) de Charlot et Toinette,NA,spbk0000076
NA,Amours (les) de Sapho et de Phaon,"Sacy, Claude-Louis-Michel [de]",spbk0000078
NA,Amusemens de société,"Carmontelle, Louis Carrogis [de]",spbk0000083
NA,Analyse des eaux thermales d'Aix-en-Savoie,"Daquin, Joseph",spbk0000092
NA,Anarchie (l') médicinale,"Gilibert, Jean-Emmanuel",spbk0000094
NA,Andrographe (l'),"Restif de la Bretonne, Nicolas-Edmé",spbk0000095
NA,Anecdotes dramatiques,"Clément, Jean Marie Bernard de Dijon",spbk0000100
NA,Anecdotes du XVIII Siècle,"Imbert de Boudeaux, Guillaume",spbk0000101
NA,Anne Bell,"Arnaud, François-Thomas-Marie de Baculard [d']",spbk0000113
NA,Année champêtre,"Ardène, Jean-Paul de Rome [d']",spbk0000114
NA,Antiquité (l') et la perpétuité de la religion protestante,"Renoult, Jean-Baptiste",spbk0000121
NA,Apologie de la Bastille,"Servan, Joseph-Michel-Antoine",spbk0000125
NA,Apologie du marquis de Fogliani,NA,spbk0000127
NA,apostrophe de Linguet,Lorinet,spbk0002551
NA,Architecture hydraulique,"La Roche, Charles [de]",spbk0000130
NA,Arithmétique de le Gendre,"Le Gendre, François",spbk0000137
NA,"Arminius, ou Les Chérusques","Bauvin, Jean-Grégoire",spbk0003152
NA,Art (l') d'aimer et le remède d'amour d'Ovide,NA,spbk0000141
NA,"Art (l') d'aimer, nouveau poëme en six chants","Gouge de Cessières, François-Étienne",spbk0000142
NA,Art (l') de faire des garçons,"Procope-Couteaux, Michel",spbk0000144
NA,Art (l') de la guerre,"Frederick II, King of Prussia",spbk0000145
NA,Art (l') de parler allemand,"Leopolds, C.",spbk0002556
NA,Art (l') de soigner les pieds,"La Forest, Nicolas Laurent",spbk0000156
NA,Art (l') de voler à la manière des oiseaux,"Meerwein, Carl Friedrich",spbk0000149
NA,Asiatique (l') tolérant,"La Beaumelle, Laurent Anglivie [de]",spbk0003979
NA,Autorité (l') législative de Rome anéantie,"Brissot de Warville, Jacques-Pierre",spbk0000167
NA,Aux mânes de Louis XV,"Brenellerie, Paul-Phillipe Gaudin [de la]",spbk0000168
NA,Aventures (les) de la Madonna et de François d'Assise,"Renoult, Jean-Baptiste",spbk0000170
NA,Aventures (les) de Mathurin Bonice,"Joly, Joseph-Romain",spbk0000169
NA,Aventures (les) divertissantes du duc de Roquelaure,"Leroy, Antoine",spbk0000171
NA,Bachelier (le) de Salamanque,"Lesage, Alain René",spbk0000185
NA,Bannissement (le) des jésuites hors du royaume de France,"Huillier, Pierre [l']",spbk0000191
NA,Bannissement (le) des jésuites hors du royaume de France,"Mettayer, J.",spbk0000191
NA,Barbier (le) de Séville,"Beaumarchais, Pierre Augustin Caron [de]",spbk0000193
NA,Bible (la) enfin expliquée,"Voltaire, François Marie Arouet",spbk0003826
NA,Bibliothèque médico-physique du Nord,"Vicat, Philippe Rodolphe",spbk0000215
NA,Bibliothèque philosophique du législateur,"Brissot de Warville, Jacques-Pierre",spbk0003731
NA,Bon (le) Militaire,"Boussanelle, Louis [de]",spbk0001577
NA,Bon (le) père,Pomaret,spbk0000225
NA,Bonheur (le),"Helvétius, Claude-Adrien",spbk0000227
NA,Mon Bonnet de nuit,"Mercier, Louis-Sébastien",spbk0000230
NA,Bon-sens (le),"Holbach, Paul Henri Dietrich [d']",spbk0000226
NA,Boussole (la) morale et politique des hommes et des empires,"Le Clerc, Nicolas-Gabriel",spbk0000240
NA,Bref du pape Clément XIV,Clément XIV,spbk0000243
NA,Brouette (la) de vinaigrier,"Mercier, Louis-Sébastien",spbk0002939
NA,Bureau (le) d'esprit,"Rutledge, Jean Jacques [chevalier]",spbk0000252
NA,Cabinet (le) d'amour et de Vénus,NA,spbk0000254
NA,Cabinet (le) de Lampsaque,NA,spbk0000255
NA,Cacomonade (la),"Linguet, Simon-Nicolas-Henri",spbk0000257
NA,Café (le) politique d'Amsterdam,"Pellissery, Roch-Antoine [de]",spbk0000258
NA,Café (le) politique de Londres,"Brissot de Warville, Jacques-Pierre",spbk0000259
NA,Candide,"Voltaire, François Marie Arouet",spbk0000262
NA,Catalogue raisonné des manuscrits conservés dans la Bibliothèque de la ville & république de Geneve,"Sénebier, Jean",spbk0000275
NA,Cataractes de l'imagination,"Chassaignon, Jean-Marie",spbk0000279
NA,Catechisme de l'homme social,"Duval-Pyrau, Henri François [abbé]",spbk0000294
NA,Catéchumène (le) instruit sous une forme nouvelle,Pomaret,spbk0000299
NA,Cathéchisme du citoyen,"Saige, Joseph",spbk0000291
NA,Causes amusantes et connues,"Estienne, Robert",spbk0000303
NA,"Cecilia, ou Mémoires d'un[e] héritière","Burney d'Arblay, Frances",spbk0003889
NA,Célibataire (le),"Dorat, Claude Joseph",spbk0000308
NA,Chien (le) après les moines,"Mirabeau, Honoré-Gabriel Riqueti [comte de]",spbk0000318
NA,Chrétien (le) par conviction et par sentiment,Pomaret,spbk0000326
NA,Chronique (la) scandaleuse,"Imbert de Boudeaux, Guillaume",spbk0000325
NA,Ciel (le) ouvert à tous les hommes,"Cuppé, Pierre",spbk0000329
NA,Cinq (les) années littéraires,"Clément, Pierre",spbk0004051
NA,Cinq catéchismes pour instruire les jeunes gens dans la religion réformée,"Pictet, Benedict",spbk0000286
NA,Clincaille (la) du Parnasse,"Chapat, Louis [de]",spbk0000334
NA,Code (le) français,"Rémi, Joseph-Honoré",spbk0000337
NA,Code criminel de l'empereur Charles V,"Vogel, F. Adam",spbk0000338
NA,Code de l'humanité,"Félice, Fortunato Bartholomeo [de]",spbk0000342
NA,Collection complète de tous les ouvrages pour et et contre M. Necker,"Necker, Jacques",spbk0000345
NA,Collection complète de tous les ouvrages pour et et contre M. Necker,"Terray, Joseph-Marie [abbé]",spbk0000345
NA,Collection complète de tous les ouvrages pour et et contre M. Necker,"Turgot, Anne Robert Jacques",spbk0000345
NA,Collection complète de tous les ouvrages pour et et contre M. Necker,"Villette, Charles-Michel [Marquis de]",spbk0000345
NA,Collection complète des oeuvres [de Coyer],"Coyer, Gabriel-François",spbk0001776
NA,Collection complète des oeuvres de M. Dorat,"Dorat, Claude Joseph",spbk0000347
NA,"Oeuvres de Gesner traduités en françois par M Hubert, avec figures","Gessner, Salomon",spbk0005021
NA,Collection d'anciens évangiles,"Voltaire, François Marie Arouet",spbk0000351
NA,"Collection de divers éloges publiés à l'occasion du prix proposé par l'Académie Françoise, en 1777, pour le meilleur éloge du chancelier de L'Hopital","Rémi, Joseph-Honoré",spbk0000697
NA,"Collection de divers éloges publiés à l'occasion du prix proposé par l'Académie Françoise, en 1777, pour le meilleur éloge du chancelier de L'Hopital","Guibert, Jacques Antoine Hippolyte [de]",spbk0000697
NA,"Collection de divers éloges publiés à l'occasion du prix proposé par l'Académie Françoise, en 1777, pour le meilleur éloge du chancelier de L'Hopital","Talbert, François-Xavier",spbk0000697
NA,"Collection de divers éloges publiés à l'occasion du prix proposé par l'Académie Françoise, en 1777, pour le meilleur éloge du chancelier de L'Hopital","Bruny, [chevalier de]",spbk0000697
NA,Comédiens (les) ou Le foyer,"Mercier, Louis-Sébastien",spbk0000373
NA,Comédiens (les) ou Le foyer,"Rutledge, Jean Jacques [chevalier]",spbk0000373
NA,Commentaire sur l'Esprit des lois de Montesquieu,"Voltaire, François Marie Arouet",spbk0000358
NA,Comments (les),"Calonne, Charles-Alexandre [de]",spbk0000361
NA,Commerce (le) des vins,"Brac, fils",spbk0000362
NA,"Concubitus sine Lucina, ou le plaisir sans peine","Roe, Richard",spbk0001478
NA,Confessions (les),"Rousseau, Jean Jacques",spbk0000379
NA,Confessions (les) d'une courtisane devenue philosophe,NA,spbk0000378
NA,Confidence philosophique,"Vernes, Jacob",spbk0000381
NA,Confidence d'une jolie femme,"Albert,",spbk0000382
NA,Considérations sur le gouvernement de la Pologne,"Rousseau, Jean Jacques",spbk0000393
NA,Constitution de l'Angleterre,"Lolme, Jean Louis de",spbk0000398
NA,Contes théologiques,"Pommereul, François-René-Jean [de]",spbk0000418
NA,Contes très mogols,"Saint-Just, Simon-Pierre Mérard [de]",spbk0000419
NA,Contes très mogols,"Vivetières, Benoît-Joseph Marsollier [des]",spbk0000419
NA,Contrat conjugal,"Le Scène-Desmaisons, Jacques",spbk0000421
NA,Correspondance de Fernand Cortès avec... Charles-Quint,"Cortés, Hernán",spbk0000436
NA,Correspondance d'un jeune militaire,"Bourgoing, Jean-François [de]",spbk0003535
NA,Correspondance d'un jeune militaire,"Musset, Louis-Alexandre-Marie [de]",spbk0003535
NA,"Correspondance politique, civile et littéraire pour servir à l'histoire du XVIII siècle",NA,spbk0000442
NA,"Correspondance secrète, politique et littéraire","Imbert de Boudeaux, Guillaume",spbk0000444
NA,"Correspondance secrète, politique et littéraire","Métra, Louis François",spbk0000444
NA,Correspondance universelle sur ce qui intéresse le bonheur de l'homme et de la société,"Brissot de Warville, Jacques-Pierre",spbk0000445
NA,Coup d'essai d'un apprentissage de LXXXIV ans,NA,spbk0000446
NA,Coup d'oeil sur la littérature,"Dorat, Claude Joseph",spbk0000447
NA,Courte introduction à la lecture des Odes de Pindare,"Bridel, Jean-Philippe-Louis",spbk0001268
NA,Cousin (le) de Mahomet,"Fromaget, Nicolas",spbk0000461
NA,Critique du siècle,"Argens, Jean-Baptiste de Boyer [marquis d']",spbk0000467
NA,Culture (la) de l'esprit,"Watts, Isaac",spbk0000472
NA,Culture des abeilles,"Duchet, François Xavier",spbk0000474
NA,"Dangers (les) de la calomnie, ou Mémoires de Fanny Spingler","Beccary, Madame",spbk0000481
NA,Nouvelles (les) découvertes des Russes,"Coxe, William",spbk0003626
NA,Défense de l'inoculation,"Bond, Thomas",spbk0000632
NA,"Désoeuvré (le), ou l'espion du boulevard du Temple","Saint-Paul, François-Marie Mayeur [de]",spbk0000637
NA,Destin (le) de l'Amerique,"Cerisier, Antoine-Marie",spbk0000503
NA,Destruction (la) de la ligue,"Mercier, Louis-Sébastien",spbk0000504
NA,Deux (les) matrones,"Fréron, Élie-Catherine",spbk0001543
NA,Deux (les) matrones,Petronius,spbk0001543
NA,Deux Mémoires sur les gas,"Corvinus, Joannes Fridericus",spbk0004055
NA,Diable (le) dans un bénitier,"La Fite de Pelleport, Anne-Gédéon",spbk0000510
NA,Dialogue entre un évêque et un curé sur les mariages protestans,"Guidi, Louis",spbk0000518
NA,Diatribe à l'auteur des Ephémérides,"Voltaire, François Marie Arouet",spbk0000519
NA,Dictionnaire historique et critique,"Bayle, Pierre",spbk0000558
NA,Dictionnaire historique et critique,"Bonnegarde, M. [de]",spbk0000558
NA,Dictionnaire historique et critique,"Chaufepié, Jaques George [de]",spbk0000558
NA,Dictionnaire portatif de la campagne,"Besançon, Etienne Modeste",spbk0004022
NA,Dieu (de),"Mercier, Louis-Sébastien",spbk0000568
NA,Discours aux confédérés catholiques de Kaminiek en Pologne,"Voltaire, François Marie Arouet",spbk0000573
NA,Discours du roi de Suède,"Voltaire, François Marie Arouet",spbk0000579
NA,Discours du roi de Suède,Gustaf III (roi de Suède),spbk0000579
NA,Discours historique sur l'Apocalypse,"Abauzit, Firmin",spbk0000580
NA,Discours oratoire contenant l’éloge de S.E.M. le chevalier André Tron,"Godard, Louis",spbk0000581
NA,"Discours politiques, historiques et critiques sur quelques gouvernemens de l'Europe","Albon, Claude-Camille-François [d']",spbk0003563
NA,Discours sur cette question: 'Quels sont les moyens de perfectionner l'éducation des jeunes demoiselles?',"Dumas, Jean-François",spbk0000584
NA,Discours sur la liberté de penser,"Collins, Anthony",spbk0000592
NA,Discours sur les miracles de Jésus-Christ,"Woolston, Thomas",spbk0000596
NA,Dissertation sur Elie et Enoch,"Boulanger, Nicolas-Antoine",spbk0000601
NA,Dissertation sur l'établissement de l'Abbaye de S. Claude,"Christin, Charles-Gabriel-Frédéric",spbk0000605
NA,Dissertation sur l'honoraire des messes,"Guiard, Dom Antoine",spbk0000604
NA,Catonis Disticha moralia,"Cato, Dionysius",spbk0000608
NA,Dom Alphonse l'impuissant,NA,spbk0000611
NA,Doutes sur l'éloquence et les systèmes politiques,"Mallet Du Pan, Jacques",spbk0000616
NA,Drames choisis,"Mercier, Louis-Sébastien",spbk0000620
NA,Droit (le) de nature,"Faber, Mme",spbk0003795
NA,Droit (le) de nature,"Lichtwer, Magnus Cottfried",spbk0003795
NA,"Droit (le) naturel, d'un père à son fils","Pillichody, Jean Georges",spbk0000625
NA,Droit des Gens,"Vattel, Emer [de]",spbk0000624
NA,Druides (les),"Blanc de Guillet, Antoine",spbk0000628
NA,Dunciade (la),"Palissot de Montenoy, Charles",spbk0000629
NA,Ebauche de la religion naturelle,"Woolston, Thomas",spbk0000639
